Contributors,Currency,Age,Relationship,Children,Additional Children,Amount to retire,FI rate,Retire age,Wage
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,3500000.0,60.0,36-40,515000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,,,,
1,United States Dollars (USD),<20,"Single, never married",,2.0,3000000.0,33.0,46-50,315000.0
1,United States Dollars (USD),31-35,"Single, never married",,,,,36-40,40000.0
2,United States Dollars (USD),26-30,Married,,,2600000.0,5.0,51-55,
1,United States Dollars (USD),41-45,Married,1.0,0.0,,,,
1,United States Dollars (USD),36-40,"Single, never married",,,1040000.0,40.0,51-55,70000.0
2,United States Dollars (USD),26-30,Married,,2.0,,,,
1,United States Dollars (USD),46-50,"Single, never married",,,3500000.0,66.0,51-55,135000.0
1,United States Dollars (USD),36-40,"Single, never married",,2.0,2500000.0,60.0,41-45,
3,United States Dollars (USD),26-30,"Single, never married",,,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,3145000.0,4.0,41-45,200000.0
1,Canadian Dollars (CAD),26-30,"In a relationship, but not married",,2.0,,,,
1,Canadian Dollars (CAD),,,,,,,,
1,Canadian Dollars (CAD),26-30,"In a relationship, but not married",,2.0,937500.0,0.5,41-45,
2,United States Dollars (USD),,,,,,,,
1,United States Dollars (USD),36-40,Divorced,1.0,0.0,2500000.0,30.0,46-50,230000.0
2,United States Dollars (USD),46-50,Married,3.0,0.0,3000000.0,90.0,56-60,350000.0
1,United States Dollars (USD),41-45,Married,2.0,0.0,,,46-50,
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,,,56-60,93646.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,1500000.0,37.0,41-45,117000.0
2,United States Dollars (USD),41-45,Married,2.0,,5000000.0,60.0,51-55,
2,United States Dollars (USD),26-30,Married,1.0,2.0,1500000.0,8.0,41-45,119200.0
2,United States Dollars (USD),46-50,Married,2.0,0.0,5181870.0,86.0,51-55,370354.0
1,United States Dollars (USD),51-55,Married,2.0,0.0,,,,
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,3000000.0,63.0,36-40,200000.0
2,United States Dollars (USD),21-25,"In a relationship, but not married",,3.0,,,,
2,United States Dollars (USD),36-40,Married,1.0,0.0,,,51-55,192000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,,,41-45,250000.0
2,Canadian Dollars (CAD),31-35,Married,2.0,0.0,3300000.0,20.0,51-55,
2,United States Dollars (USD),36-40,Married,,,1400000.0,36.0,51-55,165000.0
2,United States Dollars (USD),31-35,Married,1.0,,3000000.0,35.0,51-55,300000.0
2,United States Dollars (USD),41-45,Married,1.0,1.0,3000000.0,66.0,41-45,300000.0
1,United States Dollars (USD),31-35,"Single, never married",,2.0,2000000.0,8.0,61-65,85000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,2500000.0,30.0,46-50,63000.0
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,3000000.0,2.79,31-35,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,1500000.0,25.0,41-45,126886.0
2,United States Dollars (USD),56-60,Married,2.0,0.0,,,61-65,280000.0
1,United States Dollars (USD),26-30,Married,,2.0,,,,
1,United States Dollars (USD),,,,,,,,
2,United States Dollars (USD),36-40,"In a relationship, but not married",,,,,56-60,450000.0
1,United States Dollars (USD),41-45,"Single, never married",,,800000.0,75.0,51-55,124000.0
1,United States Dollars (USD),31-35,"Single, never married",,,,,,
2,United States Dollars (USD),31-35,"In a relationship, but not married",,2.0,850000.0,57.0,36-40,141235.0
1,United States Dollars (USD),36-40,"Single, never married",,,1000000.0,10.0,56-60,95000.0
1,United States Dollars (USD),26-30,"Single, never married",,,1000000.0,21.0,Undecided,117000.0
1,United States Dollars (USD),31-35,"Single, never married",,,,,31-35,120000.0
2,United States Dollars (USD),61-65,Married,2.0,0.0,,,61-65,583500.0
1,United States Dollars (USD),31-35,"Single, never married",,,3000000.0,47.0,41-45,170000.0
1,United States Dollars (USD),21-25,"Single, never married",,,4000000.0,10.0,46-50,325000.0
2,United States Dollars (USD),51-55,Married,2.0,0.0,,,51-55,
1,Canadian Dollars (CAD),41-45,"Single, never married",,,,,,
2,United States Dollars (USD),41-45,Married,1.0,0.0,,,,
2,United States Dollars (USD),31-35,Married,2.0,1.0,1875000.0,60.0,36-40,175000.0
2,United States Dollars (USD),26-30,"In a relationship, but not married",,,3800000.0,79.0,31-35,900000.0
2,United States Dollars (USD),21-25,Married,,2.0,,,,
1,United States Dollars (USD),36-40,Divorced,,,,,46-50,
2,United States Dollars (USD),36-40,Married,1.0,1.0,2200000.0,31.0,51-55,220000.0
1,United States Dollars (USD),26-30,Married,,,,,,
1,United States Dollars (USD),31-35,Divorced,,2.0,,,,
1,United States Dollars (USD),36-40,Divorced,,,,,36-40,100000.0
2,United States Dollars (USD),31-35,"In a relationship, but not married",2.0,0.0,,,,
2,United States Dollars (USD),31-35,Married,2.0,0.0,,,31-35,175000.0
2,United States Dollars (USD),61-65,Married,2.0,0.0,,,,
1,United States Dollars (USD),31-35,"Single, never married",,,,,,
1,United States Dollars (USD),31-35,"Single, never married",,,,,,
1,United States Dollars (USD),26-30,"Single, never married",,,800000.0,1.0,46-50,23200.0
2,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,2500000.0,8.0,51-55,
1,United States Dollars (USD),,,,,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,1750000.0,13.4,41-45,97760.0
1,United States Dollars (USD),31-35,Married,1.0,,2000000.0,25.0,51-55,194000.0
1,United States Dollars (USD),21-25,"Single, never married",,,2750000.0,10.0,36-40,
2,United States Dollars (USD),31-35,"In a relationship, but not married",,2.0,3000000.0,50.0,36-40,521000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,2500000.0,4.0,46-50,175000.0
2,United States Dollars (USD),26-30,"In a relationship, but not married",,,,,,
2,United States Dollars (USD),41-45,Married,1.0,0.0,,,51-55,235000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,7000000.0,40.0,36-40,600000.0
1,United States Dollars (USD),26-30,"Single, never married",,2.0,1200000.0,34.0,41-45,102000.0
2,United States Dollars (USD),26-30,Married,2.0,2.0,2000000.0,11.0,46-50,210000.0
1,United States Dollars (USD),46-50,"Divorced - In a relationship, but not married",,,,,51-55,190000.0
2,United States Dollars (USD),56-60,Married,,,2000000.0,150.0,56-60,
1,United States Dollars (USD),46-50,Married,2.0,0.0,,,,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,977359.0,14.54,41-45,93775.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,1500000.0,31.0,41-45,118600.0
2,United States Dollars (USD),36-40,Married,,,3700000.0,50.0,41-45,400000.0
1,United States Dollars (USD),56-60,Married,2.0,0.0,,,56-60,300000.0
2,United States Dollars (USD),26-30,Married,,3.0,1200000.0,45.0,41-45,149070.0
2,United States Dollars (USD),31-35,Married,,3.0,10000000.0,4.0,51-55,485000.0
2,United States Dollars (USD),36-40,Married,1.0,0.0,,,,
1,United States Dollars (USD),31-35,"Single, never married",,,1500000.0,70.0,41-45,
2,United States Dollars (USD),26-30,Married,,,1500000.0,22.0,36-40,230000.0
2,United States Dollars (USD),26-30,Married,,3.0,2500000.0,16.0,46-50,140000.0
2,United States Dollars (USD),36-40,Married,,,2800000.0,71.0,61-65,265000.0
2,United States Dollars (USD),31-35,Married,,2.0,3000000.0,33.0,51-55,170000.0
2,United States Dollars (USD),51-55,Married,2.0,0.0,,,56-60,70000.0
2,United States Dollars (USD),41-45,Married,2.0,0.0,3000000.0,99.0,46-50,285000.0
1,United States Dollars (USD),36-40,"Divorced - In a relationship, but not married",,,3000000.0,45.0,51-55,266704.0
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,2000000.0,3.0,36-40,85000.0
1,United States Dollars (USD),36-40,"Single, never married",,,3000000.0,60.0,41-45,240000.0
2,Canadian Dollars (CAD),31-35,Married,2.0,1.0,2250000.0,29.0,46-50,186750.0
1,United States Dollars (USD),51-55,Married,,,1000000.0,60.0,51-55,
1,United States Dollars (USD),31-35,Married,,,2500000.0,24.0,41-45,220000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),36-40,Married,,,3500000.0,40.0,41-45,120000.0
1,United States Dollars (USD),31-35,Married,,2.0,2000000.0,30.0,51-55,
2,United States Dollars (USD),36-40,Married,3.0,0.0,6000000.0,50.0,46-50,450000.0
1,United States Dollars (USD),,,,,,,,
2,United States Dollars (USD),36-40,Married,1.0,1.0,1300000.0,30.0,41-45,250000.0
1,United States Dollars (USD),26-30,"Single, never married",,,2000000.0,25.0,46-50,165000.0
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,,,36-40,
2,United States Dollars (USD),26-30,Married,,2.0,1250000.0,25.0,41-45,160000.0
2,Canadian Dollars (CAD),36-40,Married,,,2550000.0,72.0,36-40,360000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,3000000.0,5.0,51-55,
2,United States Dollars (USD),26-30,Married,,,1500000.0,2.1,41-45,65915.0
1,United States Dollars (USD),21-25,"Single, never married",,,2500000.0,4.0,41-45,
1,Euros (EUR),31-35,"Single, never married",,,1430000.0,25.0,46-50,82500.0
1,United States Dollars (USD),41-45,"Single, never married",1.0,0.0,,,,0.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,5000000.0,50.0,41-45,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,12000000.0,33.3,46-50,97400.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,900000.0,3.4,56-60,90500.0
2,Canadian Dollars (CAD),26-30,Married,,,1500000.0,17.0,46-50,123049.5
2,United States Dollars (USD),21-25,"In a relationship, but not married",,,2000000.0,10.0,46-50,144600.0
1,United States Dollars (USD),26-30,"Single, never married",,,3000000.0,1.0,66-70,
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,2375000.0,40.0,41-45,187000.0
1,United States Dollars (USD),,,,,,,,
2,United States Dollars (USD),31-35,Married,2.0,1.0,2500000.0,20.0,56-60,230000.0
2,British Pound Sterling (GBP),36-40,"In a relationship, but not married",,,,,,
2,United States Dollars (USD),31-35,Married,,2.0,4000000.0,25.0,51-55,280000.0
1,Euros (EUR),26-30,"In a relationship, but not married",,,660000.0,38.0,31-35,
1,United States Dollars (USD),26-30,"Single, never married",,,1750000.0,8.0,41-45,98000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,1600000.0,27.0,46-50,130000.0
2,United States Dollars (USD),31-35,Married,,1.0,2000000.0,5.0,51-55,
1,United States Dollars (USD),31-35,"Single, never married",,2.0,2000000.0,42.0,51-55,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,2.0,2000000.0,5.25,36-40,
2,United States Dollars (USD),31-35,Married,,,2000000.0,45.0,41-45,120000.0
1,United States Dollars (USD),26-30,"Single, never married",,,3000000.0,75.0,36-40,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,3.0,2000000.0,10.0,46-50,200000.0
2,United States Dollars (USD),31-35,Married,1.0,0.0,3000000.0,20.0,46-50,
1,United States Dollars (USD),26-30,"Single, never married",,2.0,6200000.0,8.0,46-50,175000.0
1,United States Dollars (USD),26-30,"Single, never married",,,7000000.0,30.0,41-45,
1,United States Dollars (USD),51-55,Divorced,,,2300000.0,8.0,61-65,135100.0
2,United States Dollars (USD),31-35,Married,,,1250000.0,33.0,41-45,
2,United States Dollars (USD),36-40,Married,,,1500000.0,20.0,51-55,106000.0
2,United States Dollars (USD),26-30,Married,,,2200000.0,35.0,36-40,204380.0
2,United States Dollars (USD),26-30,Married,,1.0,1500000.0,15.0,41-45,165000.0
2,United States Dollars (USD),41-45,Married,2.0,0.0,4000000.0,60.0,51-55,300000.0
2,United States Dollars (USD),26-30,Married,,2.0,1700000.0,15.0,36-40,210000.0
2,United States Dollars (USD),46-50,Married,1.0,0.0,1300000.0,80.0,46-50,200000.0
2,United States Dollars (USD),31-35,Married,,3.0,10000000.0,25.0,46-50,400000.0
>3,United States Dollars (USD),41-45,Married,,,,45.0,46-50,
1,United States Dollars (USD),<20,"Single, never married",,,,,,
1,United States Dollars (USD),26-30,"Single, never married",,,2000000.0,41.0,51-55,180000.0
2,United States Dollars (USD),51-55,"In a relationship, but not married",,,,,51-55,160000.0
2,United States Dollars (USD),31-35,"In a relationship, but not married",,,2000000.0,84.0,31-35,
2,United States Dollars (USD),31-35,Married,1.0,0.0,3000000.0,43.0,46-50,240000.0
2,United States Dollars (USD),36-40,Married,3.0,3.0,4000000.0,55.0,51-55,150000.0
2,United States Dollars (USD),,,,,,,,
2,United States Dollars (USD),26-30,Married,,,1600000.0,10.0,46-50,160000.0
2,United States Dollars (USD),31-35,Married,,,2500000.0,20.0,51-55,330000.0
1,United States Dollars (USD),26-30,"Single, never married",,,2640000.0,12.48,51-55,72131.0
2,United States Dollars (USD),,,,,,,,
2,United States Dollars (USD),31-35,"In a relationship, but not married",,,2000000.0,84.0,31-35,
2,United States Dollars (USD),31-35,Married,,,,,,
2,United States Dollars (USD),31-35,Married,,,2000000.0,15.0,56-60,
2,United States Dollars (USD),26-30,"In a relationship, but not married",,3.0,2500000.0,17.0,36-40,
2,United States Dollars (USD),31-35,"In a relationship, but not married",,,2000000.0,84.0,31-35,280000.0
1,United States Dollars (USD),26-30,"Single, never married",,2.0,2600000.0,30.0,36-40,392000.0
1,United States Dollars (USD),,,,,,,,
2,United States Dollars (USD),26-30,Married,,3.0,,,,
2,United States Dollars (USD),31-35,Married,1.0,0.0,3700000.0,70.0,41-45,0.0
2,United States Dollars (USD),31-35,"In a relationship, but not married",,,1600000.0,28.0,51-55,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,3000000.0,3.5,41-45,120000.0
2,United States Dollars (USD),51-55,Married,,,,,56-60,
1,United States Dollars (USD),26-30,"Single, never married",,1.0,2000000.0,13.0,46-50,135000.0
2,United States Dollars (USD),46-50,Married,2.0,0.0,,,51-55,17500.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,5000000.0,20.0,Undecided,300000.0
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,1818916.0,2.99,51-55,
1,United States Dollars (USD),31-35,"Single, never married",,,2250000.0,29.0,46-50,192833.0
2,United States Dollars (USD),31-35,Married,,2.0,,,51-55,
1,United States Dollars (USD),21-25,"Single, never married",,2.0,2000000.0,10.0,36-40,225000.0
2,United States Dollars (USD),31-35,Married,,2.0,,,51-55,215000.0
2,United States Dollars (USD),31-35,Married,,0.0,,,36-40,480217.0
2,United States Dollars (USD),31-35,Married,,,1500000.0,10.0,56-60,140000.0
2,United States Dollars (USD),56-60,Married,2.0,0.0,,,61-65,267600.0
2,United States Dollars (USD),26-30,Married,,2.0,1400000.0,40.0,41-45,183000.0
1,United States Dollars (USD),26-30,"Single, never married",,3.0,35.0,50.0,36-40,120000.0
2,United States Dollars (USD),31-35,Married,,,2000000.0,75.0,36-40,240000.0
2,Canadian Dollars (CAD),31-35,Married,,,,,,
2,Canadian Dollars (CAD),31-35,Married,,,1500000.0,60.0,36-40,187500.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,4000000.0,12.5,56-60,546500.0
1,United States Dollars (USD),31-35,"Single, never married",,,750000.0,32.0,46-50,138673.0
2,United States Dollars (USD),41-45,Married,2.0,0.0,1250000.0,40.0,51-55,175000.0
1,Canadian Dollars (CAD),<20,"Single, never married",,,,,,
1,United States Dollars (USD),31-35,"Single, never married",,,1500000.0,86.0,36-40,294504.0
1,Canadian Dollars (CAD),26-30,"In a relationship, but not married",,,690751.5,22.0,36-40,61458.75
2,United States Dollars (USD),36-40,Married,,,8000000.0,20.0,56-60,420953.0
2,United States Dollars (USD),41-45,Married,2.0,0.0,3500000.0,37.0,56-60,300000.0
2,United States Dollars (USD),31-35,Married,,,3000000.0,33.0,41-45,
1,United States Dollars (USD),31-35,"In a relationship, but not married",,2.0,4000000.0,18.0,41-45,150000.0
2,United States Dollars (USD),26-30,"In a relationship, but not married",,,,,,
2,United States Dollars (USD),26-30,"In a relationship, but not married",,,2500000.0,20.0,46-50,252000.0
1,Canadian Dollars (CAD),31-35,"In a relationship, but not married",1.0,0.0,1350000.0,21.2,51-55,90000.0
1,United States Dollars (USD),36-40,Married,,,1250000.0,34.0,51-55,122000.0
2,United States Dollars (USD),31-35,Married,,1.0,3500000.0,10.0,51-55,
2,United States Dollars (USD),31-35,Married,1.0,1.0,,,,
2,United States Dollars (USD),21-25,"In a relationship, but not married",,2.0,2000000.0,3.0,56-60,105000.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,2000000.0,40.0,41-45,240000.0
2,United States Dollars (USD),51-55,Married,3.0,0.0,,,51-55,300000.0
2,Euros (EUR),26-30,"In a relationship, but not married",,,385000.00000000006,17.0,46-50,77000.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,,,,
2,United States Dollars (USD),36-40,Married,,,,,,
1,United States Dollars (USD),36-40,Married,3.0,0.0,2500000.0,60.0,41-45,200000.0
1,United States Dollars (USD),26-30,Married,1.0,0.0,1500000.0,10.0,46-50,80000.0
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,1500000.0,12.0,36-40,129000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,1500000.0,50.0,46-50,133000.0
2,United States Dollars (USD),41-45,Married,1.0,0.0,2500000.0,17.0,56-60,
1,United States Dollars (USD),31-35,Married,2.0,0.0,4000000.0,25.0,56-60,165000.0
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,,,,
2,United States Dollars (USD),56-60,Married,1.0,0.0,,,,
2,United States Dollars (USD),31-35,Married,,2.0,4000000.0,8.0,51-55,392500.0
2,United States Dollars (USD),26-30,Married,,,2000000.0,22.5,36-40,308552.0
2,United States Dollars (USD),31-35,"In a relationship, but not married",,,2000000.0,20.0,51-55,
2,United States Dollars (USD),,,,,,,,
2,United States Dollars (USD),31-35,Married,2.0,0.0,,,,
2,United States Dollars (USD),41-45,Married,,,2200000.0,27.0,51-55,200000.0
2,United States Dollars (USD),21-25,Married,,2.0,1500000.0,8.0,41-45,
1,Australian Dollars (AUD),31-35,Married,3.0,0.0,1400000.0,25.0,41-45,
2,Canadian Dollars (CAD),26-30,Married,,1.0,1125000.0,6.0,51-55,
2,United States Dollars (USD),36-40,Married,,,2000000.0,50.0,46-50,200000.0
2,United States Dollars (USD),26-30,"In a relationship, but not married",,,,,,
2,United States Dollars (USD),36-40,Married,2.0,0.0,,,,
1,United States Dollars (USD),36-40,Married,,,1500000.0,70.0,41-45,200000.0
1,United States Dollars (USD),31-35,"Single, never married",,2.0,1750000.0,4.1,46-50,
2,Euros (EUR),36-40,"In a relationship, but not married",,,,,,
2,Euros (EUR),36-40,"In a relationship, but not married",,,,,46-50,55000.00000000001
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,1500000.0,4.0,36-40,129000.0
3,United States Dollars (USD),51-55,Married,,,,,51-55,250000.0
2,United States Dollars (USD),51-55,Married,2.0,0.0,2500000.0,50.0,56-60,200000.0
1,United States Dollars (USD),26-30,"Single, never married",,,7000000.0,11.5,51-55,238000.0
1,United States Dollars (USD),31-35,Married,,1.0,960000.0,45.0,46-50,105100.0
2,Euros (EUR),36-40,Married,1.0,0.0,440000.00000000006,50.0,41-45,
2,Euros (EUR),,,,,880000.0000000001,,41-45,
2,United States Dollars (USD),31-35,Married,,,2600000.0,58.0,36-40,290000.0
1,United States Dollars (USD),36-40,"Single, never married",,,1200000.0,70.0,41-45,110000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,,,,
2,United States Dollars (USD),36-40,Married,2.0,0.0,8000000.0,17.5,56-60,441990.0
2,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,,,,
1,British Pound Sterling (GBP),41-45,Married,2.0,0.0,,,,
1,United States Dollars (USD),36-40,"Single, never married",,,3000000.0,41.0,41-45,450000.0
1,United States Dollars (USD),31-35,"Single, never married",,,1000000.0,15.0,51-55,73000.0
1,United States Dollars (USD),41-45,"Single, never married",,,,,46-50,310000.0
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,,,,
2,Australian Dollars (AUD),36-40,Married,,,700000.0,75.0,46-50,42000.0
1,United States Dollars (USD),31-35,"Single, never married",,,3000000.0,8.0,Undecided,
2,United States Dollars (USD),41-45,Married,2.0,0.0,,,,
2,United States Dollars (USD),56-60,Widowed,1.0,0.0,,,,0.0
2,United States Dollars (USD),36-40,Married,,,,,36-40,
1,Canadian Dollars (CAD),36-40,"Single, never married",,,,,,
1,United States Dollars (USD),21-25,"Single, never married",,,1500000.0,2.0,46-50,75000.0
1,United States Dollars (USD),41-45,"Single, never married",,,,,46-50,400000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,3000000.0,33.0,36-40,130000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,300000.0,10.0,41-45,120000.0
2,United States Dollars (USD),36-40,Married,1.0,1.0,2400000.0,10.0,61-65,102000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,2000000.0,25.0,Undecided,187000.0
2,United States Dollars (USD),31-35,Married,,,2400000.0,12.5,46-50,162000.0
1,Canadian Dollars (CAD),26-30,"In a relationship, but not married",,2.0,937500.0,25.0,36-40,172500.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,1500000.0,25.0,36-40,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,,,,
2,United States Dollars (USD),31-35,Married,3.0,1.0,3200000.0,31.0,41-45,214000.0
2,United States Dollars (USD),26-30,Married,,,2500000.0,20.0,36-40,185000.0
1,United States Dollars (USD),46-50,Divorced,3.0,0.0,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,3.0,,,,
2,United States Dollars (USD),36-40,Married,,,2000000.0,30.0,56-60,
2,United States Dollars (USD),21-25,Married,,,2000000.0,9.0,41-45,206700.0
2,United States Dollars (USD),31-35,Married,,,2000000.0,25.0,41-45,128000.0
1,Australian Dollars (AUD),21-25,"In a relationship, but not married",,,1050000.0,3.3,46-50,57959.99999999999
1,United States Dollars (USD),31-35,"Single, never married",,,3000000.0,60.0,36-40,140000.0
2,United States Dollars (USD),36-40,Married,1.0,1.0,3500000.0,30.0,Undecided,
1,United States Dollars (USD),46-50,Divorced,3.0,0.0,,,51-55,167000.0
2,United States Dollars (USD),31-35,Married,,,,,,
1,United States Dollars (USD),21-25,"Single, never married",,,1600000.0,5.0,36-40,100000.0
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,2000000.0,20.0,36-40,139315.0
2,United States Dollars (USD),36-40,Married,1.0,0.0,3000000.0,49.0,41-45,121000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,2000000.0,41.0,51-55,130100.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,3.0,3000000.0,50.0,36-40,350000.0
1,United States Dollars (USD),41-45,Married,2.0,,,,,
2,United States Dollars (USD),26-30,Married,,,3750000.0,10.0,46-50,255000.0
2,United States Dollars (USD),51-55,Married,2.0,0.0,10000000.0,50.0,61-65,500000.0
1,United States Dollars (USD),41-45,"Divorced - In a relationship, but not married",,,750000.0,38.0,46-50,184000.0
1,United States Dollars (USD),46-50,Married,1.0,0.0,6000000.0,67.0,51-55,470000.0
2,United States Dollars (USD),31-35,"In a relationship, but not married",,,2000000.0,45.0,51-55,350000.0
1,United States Dollars (USD),26-30,"Single, never married",,,3000000.0,16.0,41-45,240000.0
2,United States Dollars (USD),36-40,"In a relationship, but not married",,,1750000.0,75.0,36-40,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,2000000.0,7.0,46-50,111750.0
2,United States Dollars (USD),36-40,Married,,1.0,3000000.0,27.0,46-50,410000.0
2,United States Dollars (USD),31-35,Married,,2.0,2500000.0,28.0,51-55,
2,United States Dollars (USD),,,,,,,,
2,United States Dollars (USD),31-35,Married,,,2000000.0,55.0,41-45,240000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,5000000.0,5.0,51-55,360990.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,,,41-45,275000.0
2,United States Dollars (USD),31-35,Married,1.0,0.0,5000000.0,6.5,51-55,300000.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,,,,
2,United States Dollars (USD),26-30,Married,,2.0,5000000.0,10.0,46-50,269000.0
2,United States Dollars (USD),36-40,"Single, never married",,,,,,
1,United States Dollars (USD),46-50,"Single, never married",,,,,61-65,
1,United States Dollars (USD),31-35,Divorced,,,3000000.0,75.0,36-40,225000.0
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,5000000.0,34.0,56-60,150000.0
2,Canadian Dollars (CAD),36-40,Married,2.0,0.0,1374999.75,41.0,46-50,
2,United States Dollars (USD),26-30,Married,,,2000000.0,20.0,36-40,
2,United States Dollars (USD),36-40,Married,2.0,0.0,1500000.0,30.0,51-55,
2,United States Dollars (USD),26-30,"In a relationship, but not married",1.0,2.0,2500000.0,4.0,46-50,95000.0
2,United States Dollars (USD),31-35,Married,,2.0,,,36-40,500000.0
1,United States Dollars (USD),31-35,Married,1.0,2.0,5000000.0,10.0,51-55,450000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,1250000.0,40.0,41-45,115000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,1125000.0,9.0,61-65,104957.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,1200000.0,20.0,41-45,
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,2000000.0,90.0,36-40,
1,United States Dollars (USD),,,,,,,,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,1000000.0,15.0,46-50,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,,1000000.0,15.0,46-50,60000.0
2,United States Dollars (USD),41-45,Married,2.0,,,,,
2,United States Dollars (USD),36-40,Married,1.0,0.0,2500000.0,25.0,46-50,
2,United States Dollars (USD),41-45,Divorced - Remarried,1.0,1.0,,,,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,2.0,,,,
2,Canadian Dollars (CAD),41-45,Married,4.0,0.0,,,,
1,United States Dollars (USD),51-55,Widowed,,,3000000.0,45.0,Undecided,
2,United States Dollars (USD),26-30,Married,1.0,2.0,5000000.0,13.0,46-50,271100.0
1,United States Dollars (USD),46-50,"In a relationship, but not married",,,,,,
2,United States Dollars (USD),36-40,Married,,,,,41-45,576000.0
2,United States Dollars (USD),26-30,Married,,,,,,
2,United States Dollars (USD),36-40,Married,,,3000000.0,50.0,51-55,200000.0
1,United States Dollars (USD),31-35,"Single, never married",,,1500000.0,20.0,41-45,145000.0
2,United States Dollars (USD),36-40,Married,1.0,0.0,,,Undecided,550000.0
2,United States Dollars (USD),41-45,Married,2.0,0.0,1500000.0,24.0,Undecided,276793.0
1,United States Dollars (USD),36-40,Married,,,,,36-40,
2,United States Dollars (USD),31-35,Married,1.0,1.0,,,,
2,United States Dollars (USD),26-30,Married,,1.0,2300000.0,3.0,61-65,
2,United States Dollars (USD),41-45,Married,2.0,0.0,,,46-50,310000.0
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,3000000.0,60.0,51-55,185000.0
1,United States Dollars (USD),51-55,"Single, never married",1.0,0.0,1700000.0,56.0,61-65,
1,United States Dollars (USD),56-60,Married,2.0,0.0,,,,
1,United States Dollars (USD),26-30,"Single, never married",,3.0,,,,
2,United States Dollars (USD),36-40,Married,2.0,0.0,,,,
1,United States Dollars (USD),41-45,"Single, never married",,,,,,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,2.0,,,,
1,United States Dollars (USD),21-25,"Single, never married",,,4000000.0,,36-40,235000.0
